date,open,high,low,close,adjclose,volume,ticker,company,sector
2020-01-02,152.4199981689453,155.10000610351562,151.60000610351562,155.10000610351562,154.3240966796875,3027600,FDX,FedEx,Delivery
2020-01-03,152.5,153.33999633789062,151.83999633789062,153.17999267578125,152.41368103027344,2216500,FDX,FedEx,Delivery
2020-01-06,151.25,153.5500030517578,150.1699981689453,153.3000030517578,152.53309631347656,2389700,FDX,FedEx,Delivery
2020-01-07,153.36000061035156,155.22000122070312,152.33999633789062,154.8000030517578,154.0255889892578,2140100,FDX,FedEx,Delivery
2020-01-08,154.57000732421875,157.75,153.92999267578125,157.1300048828125,156.34393310546875,3053200,FDX,FedEx,Delivery
2020-01-09,157.9499969482422,158.30999755859375,156.58999633789062,158.0500030517578,157.2593231201172,2240200,FDX,FedEx,Delivery
2020-01-10,158.07000732421875,158.42999267578125,156.13999938964844,156.6300048828125,155.846435546875,2449600,FDX,FedEx,Delivery
2020-01-13,156.72000122070312,159.52999877929688,156.7100067138672,159.27999877929688,158.48316955566406,1985300,FDX,FedEx,Delivery
2020-01-14,159.14999389648438,164.5,158.6199951171875,162.1300048828125,161.3189239501953,5076600,FDX,FedEx,Delivery
2020-01-15,163.02000427246094,163.02000427246094,158.6699981689453,159.14999389648438,158.35382080078125,2971800,FDX,FedEx,Delivery
2020-01-16,160.58999633789062,161.47000122070312,158.83999633789062,159.5399932861328,158.7418670654297,2343700,FDX,FedEx,Delivery
2020-01-17,159.38999938964844,161.17999267578125,158.55999755859375,159.97999572753906,159.17967224121094,1846100,FDX,FedEx,Delivery
2020-01-21,159.10000610351562,159.16000366210938,156.80999755859375,157.52999877929688,156.74192810058594,2460400,FDX,FedEx,Delivery
2020-01-22,157.49000549316406,158.85000610351562,155.47000122070312,155.5399932861328,154.76187133789062,1911100,FDX,FedEx,Delivery
2020-01-23,155.0,155.33999633789062,152.72999572753906,154.8800048828125,154.10519409179688,2059100,FDX,FedEx,Delivery
2020-01-24,155.63999938964844,155.63999938964844,152.30999755859375,154.07000732421875,153.2992401123047,1973600,FDX,FedEx,Delivery
2020-01-27,150.11000061035156,150.17999267578125,147.50999450683594,148.49000549316406,147.74716186523438,3368400,FDX,FedEx,Delivery
2020-01-28,149.75,149.9499969482422,147.11000061035156,148.39999389648438,147.6575927734375,2190000,FDX,FedEx,Delivery
2020-01-29,149.16000366210938,150.07000732421875,147.91000366210938,148.05999755859375,147.31930541992188,2521600,FDX,FedEx,Delivery
2020-01-30,146.0,148.39999389648438,143.36000061035156,148.25999450683594,147.51829528808594,3380200,FDX,FedEx,Delivery
2020-01-31,147.10000610351562,147.2899932861328,143.58999633789062,144.63999938964844,143.91641235351562,3286200,FDX,FedEx,Delivery
2020-02-03,145.5,147.39999389648438,143.60000610351562,143.83999633789062,143.1204071044922,1988400,FDX,FedEx,Delivery
2020-02-04,146.3699951171875,148.24000549316406,146.0,147.50999450683594,146.7720489501953,2573700,FDX,FedEx,Delivery
2020-02-05,149.5,150.85000610351562,148.82000732421875,149.9499969482422,149.19984436035156,2013700,FDX,FedEx,Delivery
2020-02-06,151.3800048828125,151.3800048828125,148.49000549316406,148.6300048828125,147.88645935058594,1706800,FDX,FedEx,Delivery
2020-02-07,147.3000030517578,157.44000244140625,146.4199981689453,155.66000366210938,154.88128662109375,6532600,FDX,FedEx,Delivery
2020-02-10,158.8000030517578,160.2899932861328,156.1999969482422,156.77999877929688,155.9956817626953,3948600,FDX,FedEx,Delivery
2020-02-11,158.27000427246094,159.55999755859375,156.8699951171875,158.0,157.20957946777344,2016800,FDX,FedEx,Delivery
2020-02-12,159.1999969482422,159.80999755859375,157.22999572753906,158.50999450683594,157.71702575683594,1607500,FDX,FedEx,Delivery
2020-02-13,157.7899932861328,161.8300018310547,156.47999572753906,161.47000122070312,160.66221618652344,2624400,FDX,FedEx,Delivery
2020-02-14,160.4600067138672,161.2899932861328,158.0,158.6199951171875,157.82647705078125,1679000,FDX,FedEx,Delivery
2020-02-18,159.30999755859375,160.91000366210938,156.38999938964844,158.57000732421875,157.7767333984375,1924000,FDX,FedEx,Delivery
2020-02-19,159.0,161.69000244140625,158.8300018310547,161.13999938964844,160.3338623046875,1699300,FDX,FedEx,Delivery
2020-02-20,161.07000732421875,165.25,159.5,164.91000366210938,164.0850067138672,2602500,FDX,FedEx,Delivery
2020-02-21,163.25999450683594,164.13999938964844,161.69000244140625,163.25,162.43331909179688,1645300,FDX,FedEx,Delivery
2020-02-24,156.25999450683594,157.72000122070312,152.6199951171875,154.85000610351562,154.07534790039062,3116300,FDX,FedEx,Delivery
2020-02-25,155.66000366210938,155.8000030517578,144.80999755859375,145.60000610351562,144.87161254882812,4223800,FDX,FedEx,Delivery
2020-02-26,147.4199981689453,149.38999938964844,143.55999755859375,144.52999877929688,143.8069610595703,2766300,FDX,FedEx,Delivery
2020-02-27,140.75999450683594,145.49000549316406,136.47999572753906,138.75999450683594,138.06582641601562,3535000,FDX,FedEx,Delivery
2020-02-28,135.0,141.1999969482422,134.05999755859375,141.1699981689453,140.46377563476562,4395600,FDX,FedEx,Delivery
2020-03-02,142.17999267578125,142.52000427246094,135.27999877929688,139.75,139.05087280273438,4418600,FDX,FedEx,Delivery
2020-03-03,140.0,142.1699981689453,132.55999755859375,133.08999633789062,132.4241943359375,4373300,FDX,FedEx,Delivery
2020-03-04,135.05999755859375,136.4600067138672,132.17999267578125,136.41000366210938,135.7275848388672,2854700,FDX,FedEx,Delivery
2020-03-05,132.00999450683594,133.13999938964844,128.75,129.92999267578125,129.27999877929688,3150000,FDX,FedEx,Delivery
2020-03-06,125.75,130.64999389648438,123.79000091552734,127.68000030517578,127.68000030517578,3886300,FDX,FedEx,Delivery
2020-03-09,120.4000015258789,121.58000183105469,113.8499984741211,115.69999694824219,115.69999694824219,4048100,FDX,FedEx,Delivery
2020-03-10,120.13999938964844,121.75,113.87000274658203,120.66999816894531,120.66999816894531,3564900,FDX,FedEx,Delivery
2020-03-11,117.38999938964844,118.30000305175781,108.52999877929688,111.01000213623047,111.01000213623047,4746400,FDX,FedEx,Delivery
2020-03-12,103.19999694824219,105.18000030517578,96.19999694824219,97.0,97.0,5156500,FDX,FedEx,Delivery
2020-03-13,102.45999908447266,106.68000030517578,96.0,106.62999725341797,106.62999725341797,4275000,FDX,FedEx,Delivery
2020-03-16,92.0,99.87000274658203,90.48999786376953,90.48999786376953,90.48999786376953,4417400,FDX,FedEx,Delivery
2020-03-17,92.9000015258789,100.1500015258789,88.69000244140625,94.95999908447266,94.95999908447266,5548700,FDX,FedEx,Delivery
2020-03-18,90.38999938964844,100.69999694824219,89.80000305175781,99.68000030517578,99.68000030517578,6997700,FDX,FedEx,Delivery
2020-03-19,98.8499984741211,116.16000366210938,97.37000274658203,111.68000030517578,111.68000030517578,4646900,FDX,FedEx,Delivery
2020-03-20,113.87999725341797,118.69999694824219,106.58999633789062,111.05999755859375,111.05999755859375,4479200,FDX,FedEx,Delivery
2020-03-23,110.94000244140625,115.05000305175781,107.25,111.76000213623047,111.76000213623047,3933900,FDX,FedEx,Delivery
2020-03-24,118.0,121.80000305175781,115.43000030517578,120.04000091552734,120.04000091552734,3014400,FDX,FedEx,Delivery
2020-03-25,121.36000061035156,126.94000244140625,114.93000030517578,118.30999755859375,118.30999755859375,4133200,FDX,FedEx,Delivery
2020-03-26,119.36000061035156,127.0,119.01000213623047,125.5999984741211,125.5999984741211,2713900,FDX,FedEx,Delivery
2020-03-27,120.05000305175781,124.3499984741211,116.0,120.58000183105469,120.58000183105469,2619400,FDX,FedEx,Delivery
2020-03-30,122.37999725341797,125.61000061035156,119.25,124.30999755859375,124.30999755859375,2281000,FDX,FedEx,Delivery
2020-03-31,122.5,124.8499984741211,119.26000213623047,121.26000213623047,121.26000213623047,2643800,FDX,FedEx,Delivery
2020-01-02,117.68000030517578,117.97000122070312,115.2300033569336,116.79000091552734,115.64411163330078,4158100,UPS,UPS,Delivery
2020-01-03,114.97000122070312,116.86000061035156,114.83999633789062,116.72000122070312,115.57479858398438,2477800,UPS,UPS,Delivery
2020-01-06,115.44999694824219,116.2300033569336,114.37000274658203,116.19999694824219,115.05989837646484,3381600,UPS,UPS,Delivery
2020-01-07,115.86000061035156,116.44000244140625,115.06999969482422,116.0,114.86186218261719,1952300,UPS,UPS,Delivery
2020-01-08,115.37999725341797,117.55999755859375,115.31999969482422,116.66000366210938,115.51538848876953,2016000,UPS,UPS,Delivery
2020-01-09,117.02999877929688,117.83000183105469,116.37999725341797,116.93000030517578,115.7827377319336,2151500,UPS,UPS,Delivery
2020-01-10,117.06999969482422,117.06999969482422,115.5999984741211,115.87000274658203,114.73313903808594,2545000,UPS,UPS,Delivery
2020-01-13,116.12000274658203,117.22000122070312,115.9000015258789,116.75,115.60450744628906,1826200,UPS,UPS,Delivery
2020-01-14,116.75,118.18000030517578,116.69000244140625,117.2699966430664,116.11940002441406,2598600,UPS,UPS,Delivery
2020-01-15,117.51000213623047,118.69999694824219,117.2699966430664,117.93000030517578,116.7729263305664,3168400,UPS,UPS,Delivery
2020-01-16,118.51000213623047,119.11000061035156,118.0999984741211,118.61000061035156,117.44625854492188,2426800,UPS,UPS,Delivery
2020-01-17,118.73999786376953,119.23999786376953,118.16999816894531,118.5999984741211,117.43635559082031,3403400,UPS,UPS,Delivery
2020-01-21,118.20999908447266,118.54000091552734,116.75,117.38999938964844,116.23822784423828,2960700,UPS,UPS,Delivery
2020-01-22,117.79000091552734,119.23999786376953,117.25,117.26000213623047,116.10950469970703,2425300,UPS,UPS,Delivery
2020-01-23,117.02999877929688,117.12000274658203,115.55000305175781,116.93000030517578,115.7827377319336,2493700,UPS,UPS,Delivery
2020-01-24,117.04000091552734,117.11000061035156,115.93000030517578,116.66000366210938,115.51538848876953,2015400,UPS,UPS,Delivery
2020-01-27,114.94999694824219,115.44999694824219,113.3499984741211,114.91999816894531,113.7924575805664,2903800,UPS,UPS,Delivery
2020-01-28,115.44999694824219,116.36000061035156,114.44000244140625,115.37000274658203,114.23804473876953,2039600,UPS,UPS,Delivery
2020-01-29,115.76000213623047,116.98999786376953,115.33000183105469,115.76000213623047,114.62422180175781,2845400,UPS,UPS,Delivery
2020-01-30,112.26000213623047,113.06999969482422,107.33999633789062,108.0,106.94035339355469,9473000,UPS,UPS,Delivery
2020-01-31,107.83999633789062,107.9000015258789,103.08999633789062,103.5199966430664,102.50431060791016,7234300,UPS,UPS,Delivery
2020-02-03,104.16000366210938,104.4800033569336,101.66000366210938,102.02999877929688,101.0289306640625,5627100,UPS,UPS,Delivery
2020-02-04,103.33999633789062,103.86000061035156,102.62000274658203,103.37999725341797,102.36568450927734,4858700,UPS,UPS,Delivery
2020-02-05,104.62999725341797,106.58999633789062,104.33999633789062,106.04000091552734,104.99958801269531,4439900,UPS,UPS,Delivery
2020-02-06,106.5999984741211,107.79000091552734,105.5,106.51000213623047,105.46497344970703,3861800,UPS,UPS,Delivery
2020-02-07,106.05000305175781,106.37000274658203,103.0,103.12000274658203,102.10823822021484,5754400,UPS,UPS,Delivery
2020-02-10,103.4000015258789,103.75,101.62999725341797,103.06999969482422,102.05872344970703,4669400,UPS,UPS,Delivery
2020-02-11,103.41999816894531,105.44999694824219,103.22000122070312,104.87000274658203,103.84107208251953,2806300,UPS,UPS,Delivery
2020-02-12,105.7699966430664,106.7699966430664,105.48999786376953,105.54000091552734,104.5044937133789,2493300,UPS,UPS,Delivery
2020-02-13,104.98999786376953,106.12999725341797,104.37000274658203,105.23999786376953,104.20743560791016,2768300,UPS,UPS,Delivery
2020-02-14,104.98999786376953,106.19000244140625,104.68000030517578,105.94999694824219,104.91046905517578,2694600,UPS,UPS,Delivery
2020-02-18,105.94999694824219,106.91999816894531,105.69999694824219,106.41999816894531,105.3758544921875,3371600,UPS,UPS,Delivery
2020-02-19,106.9800033569336,106.9800033569336,105.94999694824219,106.76000213623047,105.7125244140625,2663200,UPS,UPS,Delivery
2020-02-20,106.4800033569336,107.61000061035156,105.94999694824219,106.4800033569336,105.43527221679688,3171200,UPS,UPS,Delivery
2020-02-21,105.62000274658203,105.7300033569336,102.75,102.94000244140625,101.93000793457031,6034600,UPS,UPS,Delivery
2020-02-24,99.76000213623047,100.13999938964844,97.62000274658203,98.48999786376953,98.48999786376953,7300400,UPS,UPS,Delivery
2020-02-25,99.06999969482422,99.22000122070312,93.22000122070312,93.9000015258789,93.9000015258789,7609100,UPS,UPS,Delivery
2020-02-26,95.08000183105469,95.38999938964844,93.18000030517578,93.7300033569336,93.7300033569336,7411700,UPS,UPS,Delivery
2020-02-27,91.51000213623047,93.13999938964844,89.88999938964844,90.23999786376953,90.23999786376953,9143800,UPS,UPS,Delivery
2020-02-28,88.62999725341797,91.3499984741211,87.66999816894531,90.48999786376953,90.48999786376953,11517400,UPS,UPS,Delivery
2020-03-02,92.05000305175781,93.13999938964844,89.41000366210938,92.75,92.75,8738800,UPS,UPS,Delivery
2020-03-03,94.86000061035156,96.0,90.56999969482422,91.30000305175781,91.30000305175781,9263400,UPS,UPS,Delivery
2020-03-04,92.29000091552734,95.87999725341797,91.43000030517578,95.81999969482422,95.81999969482422,6644800,UPS,UPS,Delivery
2020-03-05,92.77999877929688,94.25,91.94000244140625,92.98999786376953,92.98999786376953,5277200,UPS,UPS,Delivery
2020-03-06,90.2699966430664,94.4800033569336,90.13999938964844,94.0,94.0,5598400,UPS,UPS,Delivery
2020-03-09,88.44000244140625,92.0,87.0999984741211,87.18000030517578,87.18000030517578,8648300,UPS,UPS,Delivery
2020-03-10,90.4800033569336,92.94999694824219,87.19000244140625,92.81999969482422,92.81999969482422,8914200,UPS,UPS,Delivery
2020-03-11,89.81999969482422,91.16999816894531,87.30999755859375,87.98999786376953,87.98999786376953,5557200,UPS,UPS,Delivery
2020-03-12,82.22000122070312,92.44000244140625,82.0,86.16999816894531,86.16999816894531,9412800,UPS,UPS,Delivery
2020-03-13,91.0,94.5999984741211,87.51000213623047,94.2300033569336,94.2300033569336,10918900,UPS,UPS,Delivery
2020-03-16,85.86000061035156,94.20999908447266,85.5,87.05999755859375,87.05999755859375,9006300,UPS,UPS,Delivery
2020-03-17,89.05000305175781,97.20999908447266,87.79000091552734,96.79000091552734,96.79000091552734,10476100,UPS,UPS,Delivery
2020-03-18,91.0,101.8499984741211,90.30999755859375,99.26000213623047,99.26000213623047,11152100,UPS,UPS,Delivery
2020-03-19,98.66999816894531,103.80000305175781,95.45999908447266,96.25,96.25,7690300,UPS,UPS,Delivery
2020-03-20,96.1500015258789,97.7300033569336,90.91000366210938,93.45999908447266,93.45999908447266,7355300,UPS,UPS,Delivery
2020-03-23,94.18000030517578,96.12999725341797,90.25,91.9000015258789,91.9000015258789,7117800,UPS,UPS,Delivery
2020-03-24,93.93000030517578,96.69000244140625,92.16000366210938,95.26000213623047,95.26000213623047,6067100,UPS,UPS,Delivery
2020-03-25,95.62999725341797,97.79000091552734,91.05000305175781,94.5,94.5,5682000,UPS,UPS,Delivery
2020-03-26,94.5,100.02999877929688,93.52999877929688,99.77999877929688,99.77999877929688,6373900,UPS,UPS,Delivery
2020-03-27,95.5999984741211,99.55000305175781,95.0,97.5199966430664,97.5199966430664,4671100,UPS,UPS,Delivery
2020-03-30,98.12999725341797,98.80999755859375,95.91000366210938,97.83999633789062,97.83999633789062,3994200,UPS,UPS,Delivery
2020-03-31,96.91000366210938,97.30999755859375,93.16000366210938,93.41999816894531,93.41999816894531,5391300,UPS,UPS,Delivery
2020-01-02,38.369998931884766,38.5099983215332,38.290000915527344,38.43000030517578,38.43000030517578,60900,DPSGY,DHL,Delivery
2020-01-03,37.529998779296875,37.79999923706055,37.529998779296875,37.61000061035156,37.61000061035156,35600,DPSGY,DHL,Delivery
2020-01-06,37.41999816894531,37.72999954223633,37.38999938964844,37.65999984741211,37.65999984741211,49000,DPSGY,DHL,Delivery
2020-01-07,37.79999923706055,37.869998931884766,37.63999938964844,37.65999984741211,37.65999984741211,69000,DPSGY,DHL,Delivery
2020-01-08,37.880001068115234,38.29999923706055,37.880001068115234,38.15999984741211,38.15999984741211,94700,DPSGY,DHL,Delivery
2020-01-09,38.279998779296875,38.459999084472656,38.279998779296875,38.41999816894531,38.41999816894531,34700,DPSGY,DHL,Delivery
2020-01-10,37.93000030517578,38.0,37.75,37.86000061035156,37.86000061035156,91000,DPSGY,DHL,Delivery
2020-01-13,37.4900016784668,37.66999816894531,37.439998626708984,37.61000061035156,37.61000061035156,53500,DPSGY,DHL,Delivery
2020-01-14,37.689998626708984,38.08000183105469,37.689998626708984,37.93000030517578,37.93000030517578,32700,DPSGY,DHL,Delivery
2020-01-15,38.099998474121094,38.189998626708984,38.02000045776367,38.119998931884766,38.119998931884766,41700,DPSGY,DHL,Delivery
2020-01-16,38.20000076293945,38.36000061035156,38.13999938964844,38.34000015258789,38.34000015258789,40400,DPSGY,DHL,Delivery
2020-01-17,37.84000015258789,37.869998931884766,37.709999084472656,37.79999923706055,37.79999923706055,76000,DPSGY,DHL,Delivery
2020-01-21,37.72999954223633,37.7599983215332,37.47999954223633,37.5,37.5,152600,DPSGY,DHL,Delivery
2020-01-22,37.66999816894531,37.66999816894531,37.41999816894531,37.5099983215332,37.5099983215332,60500,DPSGY,DHL,Delivery
2020-01-23,36.689998626708984,36.689998626708984,36.380001068115234,36.66999816894531,36.66999816894531,232500,DPSGY,DHL,Delivery
2020-01-24,36.900001525878906,36.900001525878906,36.43000030517578,36.47999954223633,36.47999954223633,46200,DPSGY,DHL,Delivery
2020-01-27,35.5099983215332,35.709999084472656,35.45000076293945,35.58000183105469,35.58000183105469,41600,DPSGY,DHL,Delivery
2020-01-28,35.630001068115234,35.709999084472656,35.5,35.599998474121094,35.599998474121094,47300,DPSGY,DHL,Delivery
2020-01-29,35.939998626708984,36.13999938964844,35.83000183105469,35.97999954223633,35.97999954223633,244300,DPSGY,DHL,Delivery
2020-01-30,35.29999923706055,35.59000015258789,35.18000030517578,35.560001373291016,35.560001373291016,48100,DPSGY,DHL,Delivery
2020-01-31,35.150001525878906,35.150001525878906,34.79999923706055,34.81999969482422,34.81999969482422,42700,DPSGY,DHL,Delivery
2020-02-03,34.66999816894531,34.869998931884766,34.650001525878906,34.70000076293945,34.70000076293945,44100,DPSGY,DHL,Delivery
2020-02-04,35.47999954223633,35.540000915527344,35.369998931884766,35.5,35.5,130100,DPSGY,DHL,Delivery
2020-02-05,36.099998474121094,36.130001068115234,35.939998626708984,36.099998474121094,36.099998474121094,48300,DPSGY,DHL,Delivery
2020-02-06,36.27000045776367,36.279998779296875,36.04999923706055,36.04999923706055,36.04999923706055,32400,DPSGY,DHL,Delivery
2020-02-07,35.709999084472656,35.869998931884766,35.630001068115234,35.720001220703125,35.720001220703125,54500,DPSGY,DHL,Delivery
2020-02-10,35.61000061035156,35.689998626708984,35.47999954223633,35.689998626708984,35.689998626708984,33300,DPSGY,DHL,Delivery
2020-02-11,35.900001525878906,36.13999938964844,35.900001525878906,36.04999923706055,36.04999923706055,124100,DPSGY,DHL,Delivery
2020-02-12,36.31999969482422,36.31999969482422,36.09000015258789,36.25,36.25,550100,DPSGY,DHL,Delivery
2020-02-13,36.16999816894531,36.380001068115234,36.029998779296875,36.11000061035156,36.11000061035156,35900,DPSGY,DHL,Delivery
2020-02-14,36.16999816894531,36.16999816894531,35.93000030517578,36.02000045776367,36.02000045776367,42100,DPSGY,DHL,Delivery
2020-02-18,34.880001068115234,34.95000076293945,34.7400016784668,34.75,34.75,40500,DPSGY,DHL,Delivery
2020-02-19,34.939998626708984,35.150001525878906,34.91999816894531,35.130001068115234,35.130001068115234,30200,DPSGY,DHL,Delivery
2020-02-20,35.09000015258789,35.15999984741211,34.779998779296875,34.88999938964844,34.88999938964844,43300,DPSGY,DHL,Delivery
2020-02-21,34.41999816894531,34.5099983215332,34.2400016784668,34.45000076293945,34.45000076293945,58700,DPSGY,DHL,Delivery
2020-02-24,32.720001220703125,32.970001220703125,32.650001525878906,32.7400016784668,32.7400016784668,161300,DPSGY,DHL,Delivery
2020-02-25,32.720001220703125,32.75,32.0,32.119998931884766,32.119998931884766,96200,DPSGY,DHL,Delivery
2020-02-26,32.290000915527344,32.400001525878906,31.760000228881836,31.860000610351562,31.860000610351562,88800,DPSGY,DHL,Delivery
2020-02-27,31.239999771118164,31.670000076293945,30.84000015258789,30.84000015258789,30.84000015258789,304700,DPSGY,DHL,Delivery
2020-02-28,29.6299991607666,30.010000228881836,29.31999969482422,29.940000534057617,29.940000534057617,306900,DPSGY,DHL,Delivery
2020-03-02,29.75,29.93000030517578,29.200000762939453,29.860000610351562,29.860000610351562,153300,DPSGY,DHL,Delivery
