date,open,high,low,close,adjclose,volume,ticker,company,sector
2020-03-03,29.420000076293945,29.770000457763672,28.75,29.020000457763672,29.020000457763672,177400,DPSGY,DHL,Delivery
2020-03-04,29.40999984741211,29.959999084472656,29.239999771118164,29.959999084472656,29.959999084472656,118900,DPSGY,DHL,Delivery
2020-03-05,28.780000686645508,29.059999465942383,28.649999618530273,28.8799991607666,28.8799991607666,100800,DPSGY,DHL,Delivery
2020-03-06,28.049999237060547,28.229999542236328,27.760000228881836,28.09000015258789,28.09000015258789,133800,DPSGY,DHL,Delivery
2020-03-09,25.809999465942383,26.360000610351562,25.34000015258789,25.459999084472656,25.459999084472656,144600,DPSGY,DHL,Delivery
2020-03-10,27.729999542236328,28.1299991607666,26.84000015258789,28.1299991607666,28.1299991607666,238600,DPSGY,DHL,Delivery
2020-03-11,27.3700008392334,27.450000762939453,26.260000228881836,26.399999618530273,26.399999618530273,357200,DPSGY,DHL,Delivery
2020-03-12,24.469999313354492,24.709999084472656,23.079999923706055,23.139999389648438,23.139999389648438,278100,DPSGY,DHL,Delivery
2020-03-13,25.149999618530273,25.270000457763672,23.6299991607666,25.270000457763672,25.270000457763672,563000,DPSGY,DHL,Delivery
2020-03-16,22.3700008392334,23.420000076293945,22.0,22.100000381469727,22.100000381469727,598700,DPSGY,DHL,Delivery
2020-03-17,22.469999313354492,23.8700008392334,22.030000686645508,23.0,23.0,238500,DPSGY,DHL,Delivery
2020-03-18,21.389999389648438,21.5,20.139999389648438,20.709999084472656,20.709999084472656,287200,DPSGY,DHL,Delivery
2020-03-19,20.799999237060547,22.670000076293945,20.6299991607666,22.09000015258789,22.09000015258789,293200,DPSGY,DHL,Delivery
2020-03-20,22.899999618530273,23.059999465942383,21.420000076293945,21.59000015258789,21.59000015258789,218500,DPSGY,DHL,Delivery
2020-03-23,22.889999389648438,23.309999465942383,22.510000228881836,22.75,22.75,190600,DPSGY,DHL,Delivery
2020-03-24,24.799999237060547,25.65999984741211,24.579999923706055,25.239999771118164,25.239999771118164,197400,DPSGY,DHL,Delivery
2020-03-25,25.09000015258789,26.079999923706055,24.75,25.510000228881836,25.510000228881836,200900,DPSGY,DHL,Delivery
2020-03-26,25.84000015258789,26.81999969482422,25.84000015258789,26.739999771118164,26.739999771118164,138900,DPSGY,DHL,Delivery
2020-03-27,25.079999923706055,25.43000030517578,24.489999771118164,24.979999542236328,24.979999542236328,136600,DPSGY,DHL,Delivery
2020-03-30,26.34000015258789,27.219999313354492,26.200000762939453,27.079999923706055,27.079999923706055,260800,DPSGY,DHL,Delivery
2020-03-31,26.68000030517578,27.360000610351562,26.5,27.100000381469727,27.100000381469727,483700,DPSGY,DHL,Delivery
2020-01-02,145.8699951171875,146.02000427246094,145.0800018310547,145.97000122070312,145.0450897216797,5777000,JNJ,Johnson & Johnson,Medical Goods
2020-01-03,143.5,145.3699951171875,143.0,144.27999877929688,143.3657989501953,5752400,JNJ,Johnson & Johnson,Medical Goods
2020-01-06,144.0,144.1999969482422,142.85000610351562,144.10000610351562,143.18695068359375,7731300,JNJ,Johnson & Johnson,Medical Goods
2020-01-07,144.00999450683594,145.4499969482422,141.3800048828125,144.97999572753906,144.0613555908203,7382900,JNJ,Johnson & Johnson,Medical Goods
2020-01-08,144.8699951171875,145.97999572753906,143.6999969482422,144.9600067138672,144.04150390625,6605800,JNJ,Johnson & Johnson,Medical Goods
2020-01-09,145.75999450683594,146.02999877929688,144.99000549316406,145.38999938964844,144.46876525878906,6112700,JNJ,Johnson & Johnson,Medical Goods
2020-01-10,145.75,146.17999267578125,144.89999389648438,145.05999755859375,144.14085388183594,5042600,JNJ,Johnson & Johnson,Medical Goods
2020-01-13,145.47999572753906,145.7899932861328,144.72000122070312,145.6999969482422,144.7768096923828,4593200,JNJ,Johnson & Johnson,Medical Goods
2020-01-14,145.0500030517578,146.61000061035156,144.72999572753906,146.52000427246094,145.59161376953125,7037500,JNJ,Johnson & Johnson,Medical Goods
2020-01-15,146.39999389648438,147.39999389648438,146.24000549316406,147.00999450683594,146.07850646972656,4960300,JNJ,Johnson & Johnson,Medical Goods
2020-01-16,147.4199981689453,148.83999633789062,146.1999969482422,148.1999969482422,147.26095581054688,6476000,JNJ,Johnson & Johnson,Medical Goods
2020-01-17,148.41000366210938,149.41000366210938,147.92999267578125,149.1699981689453,148.22482299804688,9083600,JNJ,Johnson & Johnson,Medical Goods
2020-01-21,148.5800018310547,150.1699981689453,148.5,149.27000427246094,148.32418823242188,9543900,JNJ,Johnson & Johnson,Medical Goods
2020-01-22,146.6999969482422,149.17999267578125,146.0,148.25,147.31065368652344,10305300,JNJ,Johnson & Johnson,Medical Goods
2020-01-23,148.0399932861328,148.77000427246094,146.75999450683594,148.52999877929688,147.5888671875,8671900,JNJ,Johnson & Johnson,Medical Goods
2020-01-24,148.5800018310547,148.9499969482422,147.92999267578125,148.32000732421875,147.38021850585938,9051900,JNJ,Johnson & Johnson,Medical Goods
2020-01-27,147.52000427246094,149.4600067138672,147.0,148.75,147.80747985839844,7587100,JNJ,Johnson & Johnson,Medical Goods
2020-01-28,148.4600067138672,150.57000732421875,148.14999389648438,149.5,148.552734375,7336600,JNJ,Johnson & Johnson,Medical Goods
2020-01-29,149.4499969482422,151.19000244140625,149.1300048828125,150.5399932861328,149.5861358642578,6288600,JNJ,Johnson & Johnson,Medical Goods
2020-01-30,150.02999877929688,150.50999450683594,149.0500030517578,150.36000061035156,149.4072723388672,6470600,JNJ,Johnson & Johnson,Medical Goods
2020-01-31,149.75,150.0,148.63999938964844,148.8699951171875,147.9267120361328,8651700,JNJ,Johnson & Johnson,Medical Goods
2020-02-03,149.4199981689453,150.49000549316406,149.24000549316406,150.1699981689453,149.21847534179688,5765200,JNJ,Johnson & Johnson,Medical Goods
2020-02-04,151.49000549316406,152.75,151.1999969482422,151.60000610351562,150.63943481445312,6541400,JNJ,Johnson & Johnson,Medical Goods
2020-02-05,151.72000122070312,154.02000427246094,151.30999755859375,153.99000549316406,153.0142822265625,5979900,JNJ,Johnson & Johnson,Medical Goods
2020-02-06,154.25,154.5,152.74000549316406,153.52999877929688,152.55718994140625,6201200,JNJ,Johnson & Johnson,Medical Goods
2020-02-07,153.33999633789062,153.4600067138672,151.5500030517578,151.88999938964844,150.92758178710938,5700300,JNJ,Johnson & Johnson,Medical Goods
2020-02-10,151.67999267578125,151.91000366210938,150.88999938964844,151.86000061035156,150.8977813720703,4835600,JNJ,Johnson & Johnson,Medical Goods
2020-02-11,152.2899932861328,152.3800048828125,151.5399932861328,151.99000549316406,151.02696228027344,3715300,JNJ,Johnson & Johnson,Medical Goods
2020-02-12,151.8699951171875,152.14999389648438,150.9199981689453,151.08999633789062,150.1326446533203,5166800,JNJ,Johnson & Johnson,Medical Goods
2020-02-13,150.16000366210938,151.0399932861328,149.8800048828125,150.08999633789062,149.1389923095703,5480200,JNJ,Johnson & Johnson,Medical Goods
2020-02-14,150.55999755859375,150.63999938964844,149.14999389648438,150.1300048828125,149.17874145507812,5716300,JNJ,Johnson & Johnson,Medical Goods
